what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506086120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506147799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1301506151558
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506155227
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506155296
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506158734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506160603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506168624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1301506168633
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506170342
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506171806
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506178882
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506178951
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506181964
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506186968
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506187027
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506190951
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506416420
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506416456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506423842
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1301506442536
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506443068
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506443323
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506443415
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506448140
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506448344
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506448426
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506451732
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1301506459849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301506460017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506466886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506469762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506477420
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506478359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506479490
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1301506479513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506480651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506482226
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1301506482253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506483336
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506486547
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506489531
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506490554
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506491472
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506492051
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506492051
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506492925
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506494273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506495778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506511393
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506511425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506513197
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1301506517301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506522093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1301506522102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506524567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506530935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1301506531804
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506533462
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506533536
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506541282
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506541510
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506541566
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506546472
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506548950
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506561536
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506561536
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506564440
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506566666
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506566666
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506568097
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506568264
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506568327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506575463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506586161
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506586191
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506590817
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506590870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506599353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506609250
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506620198
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506620890
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506624591
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506626052
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506626117
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506635889
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301506650327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301506665140
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506677392
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301506678620
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506680067
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506689559
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506693012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506694447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506700497
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1301506706473
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1301506707296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506736822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506743319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506756182
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506760026
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506760061
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506763487
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506767546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301506770850
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301506783699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506792849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506792932
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506792951
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506796556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506798671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506829368
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506842167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506849353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301506854076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506856936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506877616
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506879376
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506883633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506888679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506894856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506897899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506897964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506900278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506902788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506903759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506904483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506904768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506926391
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1301506927735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506929687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506931951
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506931982
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506938140
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506950741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506956701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506965319
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506965668
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506965717
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1301506971610
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506973020
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301506981771
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301506987214
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301506997174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301506999738
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301507002797
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301507006323
