what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301524689013
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301524689243
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1301524710793
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301524713105
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1301524724816
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301524728098
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1301524728290
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301524728603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301524729995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524735428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524737994
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301524748844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524753000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524754703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524760699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524760771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524768401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301524804552
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301524813220
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301524819628
